text,label
moi j'ai personne à qui m'adresser pour réclamer. le voisin c'est un attardé puant et bruyant dans les administrat…,1
c...est vrai que les anchois sont aller sur la lune et invente de million de technologie !,0
eh les renois faut se réveiller la,0
sjw et féministe twitter un sale combo,0
tu sais aussi pourquoi est au dessus ? parce que si veut demain bah ya plus d'ani...,0
4 réfugiés arabes lardent de coups de couteau une ado allemande enceinte de 5 mois qui cru qu’elle p…,1
dekoi tu parle jte dis ta ps honte de dire half black lieu de half pakpak attardé,0
le « sale juif » mis en avant contrairement aux autres mdr,1
ohhh la violence je meuuurs,0
l'empire mongol,0
et vous vous êtes contres la pma pour tout le monde et contre l’avortement. el…,0
pour ou contre l'avortement ?,0
d'autant plus bizarre que flavius josèphe est resté juif jusqu'au bout des ongles.,0
quand je sors de chez le coiffeur j’suis vraiment le plus beau de tous les rebeus,0
oui je ne comprends pas pourquoi ceux qui veulent accueillir les migrants n'en prennent pas…,0
j'essaie de bien comprendre maintenant je sais que quand dit qu'on est antisioniste il…,0
doudoune et ugg vraiment les renois abusent,0
tu nous ramène une maladie de jérusalem?],1
décidément n'importe quel attardé peut de nos jours détenir la carte professionnelle. revoyez le con…,0
mr simon vous ne pouvez justifier voir atténuer la violence des propos de mr zemmou…,0
je suis végétarien et voici ce que rencontre avec un éleveur mongol m'a fait réaliser sur l'écologie,0
y'a une meuf dans classe elle se pleins du racisme envers les arabes mais taleur elle traiter un asiatique de ching cho,1
dc maintenant dire que  ou le  sont des lobby juif et sioniste sachant qu’il se revendique tel que…,0
ce n’est pas tous les renois qui suivent son raisonnement ne l’insulte pas tu perds des hassanets pour rien,0
les arabes empruntent le zéro aux indiens au ix eme siècle !!!,0
zemmour aphatie radicalité de l'un terrorisme intellectuel de l'autre ... une maladie: les idéologies une vic…,1
qui de deter aller au chinois ds la semaine la j...ai trop envie d...un noich,0
euthanasie avortement peine de mort   la société contre la vie bat son plein et le diable vous embra…,0
c'est tres classique qu'apres une periode gauchiste un redressement s'effectue d'autant plus violent que la period,0
c’est de la violence dont vous êtes le produit?,0
juste un gauchiste toujours à donner des leçons de morale,0
vous comprenez tout de travers. il n'appelle pas les africains à franciser leurs noms…,0
bien des migrants vivaient aussi dans l'illégalité aux États-unis,0
mairie socialope islamo-gauchiste traitre à la france pour résumer,0
le secours catholique ardent promoteur de l'ensauvagement et de l'islamisation de l'europe ! son catholicisme dévo…,1
l'islamisation de la france en pleine expansionle résultat de l'infiltration des musulmans ds ts les strates de la…,0
les rebeus il glo à la fac grâce à la barbe,0
les tutos en français sur youtube c’est insupportable les 3/4 des vidéos c’est des mecs ils te parlent comme si t’étais un attardé,0
dirait un gros daron antillais sur la derniere,0
je ne suis pas un gauchiste comme tu le dis. je ne suis jamais considere de gauche. toi tu es...,0
ce qui tue c'est que meme offset il en marre de cardi b wallah apars sa reuss personne peut la supporte cette grosse mongol,1
ouais mais si les arabes ont perdu la et pas ailleurs c'est aussi parce que nous…,0
? quelle forme de violence ? je pose juste la question de savoir ce q…,0
je déteste alain soral. c’est un raciste antisémite complotiste manipulateur,0
si vous voulez mon avis le patient mike doit canaliser tout son amour sous forme de violence...,0
bouahahhaa il se branle sur les cosplay de sneaky cet attardé,0
sociale. piratage informatique. vandalisme auto,0
mdrr fallou mongol un vrai saï saï regardez le deal qu’il pose à l’animatrice...,1
qué mongol ce germain il court jusqu’au champs Élysée au lieu de rester placé devant les cages,0
vive les rebeus,0
pensez-vous que les rebeus et renois s’aiment réellement ?,0
2/2 de predateurs mangent aussi par gout renseigne toi le chat est l...exemple par...,0
grèce: les transferts de réfugiés et migrants vers le continent s’accélèrent,0
40 années de laxisme gauchiste !!!!,1
la logique d'un gauchiste,0
les sunnites autorisent meurtrespédophiliepolygamie violence contre les femmes etc.tous les pays…,1
normalement en afrique nos dirigent doivent utiliser 50% de dictature et 50% de démocratie,0
la vraie question est: la france veut-elle encore un peu plus de violence !?,0
ils sont aussi complotiste anti-vaccin ?,0
des fils de putes autant que quand aime pas les noirs ou les arabes,1
tu plus fait pour la communauté musulmane rohyngia que tous les dirigeants arabes réunis…,0
paris: un centre d'hébergements pour réfugiés ouvre dans le 16e  via …,0
des noirs au milieu des rebeus pour la technique c’est mon lyon ça,1
de châtelet à gare du nord tu croise que des renois/ tysmés en survêt + teinture blonde flm,0
j’aimerais bien savoir pourquoi « l’islamogauchiste » est votre ennemi principal et…,0
regarder ces attardé ptn est pas dans la merde pour 2019...,0
kevin il se bat avec tous les rebeus avec une moustache pr mieux froisser berka,1
tu prefere la violence libre à toi. nous préfère qu il fin…,0
des  clandestins armés s'affrontent devant la fac d'éco-gestion à . les expulser est une urgence…,0
comme vous n'êtes pas juif vous êtes con et sale.,1
Être de gauche voir gauchiste n'est pas un crime non plus.,0
liverpool l’islam le psg le terrorisme fuck nasser,1
(charente libre): l' adopte une loi pour expulser plus vite les migrants : le conseil des ministres italie…,0
peut-on imposer son (4x4 qui pue | caractère pourri | imbécilité | violence | chat | incontinence | a…,0
pq j’vois au states les renois il saute à l’eau avec des chaussettes et tout mdrr,0
mon dieu ! ca doit etre formidable d'avoir un cerveau de gauchistes.....,0
l'endoctrinement gauchiste fonctionne plein pot sur des cliches leur pille leurs richesses le...,0
tout les jours negro c'est fridayyyyyyyy,0
grèce: les transferts de réfugiés et migrants vers le continent s’accélèrent,1
l'islam interdit le terrorisme de la manière la plus claire :,0
grosso modo les ouïghours sont un peuple turc (ou turco-mongol) et musulman. bien s…,0
quand fait du choc des civilisations la base de la lutte contre le terrorisme revigore l'at…,0
un témoin de l'empreinte des presque trois cents ans d'existence cumulées de l'empire mongol et de la horde d'or.,0
ps mais el acquiaissais tout ce qu'el disait el disait à la russe laisser tomber faut ps par…,0
en écoutant cette chanson en entier se rend compte des influences arabes grâce aux sonorités utilisées en fond.…,0
l’islam valide le terrorisme et ne s’y oppose pas ce que fait daesh n’est absolument pas e…,1
je vois donc être contre l'avortement c'est être contre la liberté de la femme ? cela n'a aucun rapport…,0
tous ces gens qui refusent de céder au terrorisme intellectuel ça doit en effrayer plus d'un.,0
les renois et leurs flow c'est tellement une douceur pour les yeux :)),0
macron annonce la création d'un musée-mémorial pour les victimes du terrorisme  via…,0
êtes vous pour ou contre l’avortement ?,0
les rothschild sont dans la grande finance et rothschild = juif dans l’inconscient collecti…,0
zohra madame est une islamo gauchiste ils ne rigolent que des blancs asservis et des dhimmis,0
l'ua ne sert à rien elle est financé par l'occident qui lui dicte sa conduite la crise des migrants l'ua…,0
si tu considère que c'est la nature je pense que tu es contre l'avortement bien entendu ?,0
tu sauras que ca s'appelle la chaine alimentaire apprend ca l'ecole,0
comme d'habitude !! pauvre petit bonhomme !!! il n'y pas d'élections en afrique ?? vous se…,0
plein d'animaux seront en voie d...extinction donc dit merci qui merci mussoli et aux fermier,0
quand des experts arabes éclairent l'islam du xxème siècle &gt; dirigé par  + épuration la mecque nou…,0
lis surtout les papiers signés par   et philippe leclercq. ne t'attarde p…,0
ben exactement,0
et que dis-tu de : qualifier de violence les dégradations ou les sabotage…,0
feuilleton bêtisier (3)cohn bendit parlant de jlm un complotiste anti macronien normal vu sa formation trotzkiste…,1
un lion ne mange pas que de la viande meme si c...est l...essentiel pour lui. donc cal...,0
ptdrr qu'est ce qui raconte cet attarde encore ? il parle de mon quartier comme si c'etait l'anarchie j'pleure,0
brefffffffffff je m’attarde plus psq vous aller rester sur votre point de vue et moi sur le mien donc au revoir,1
ouaip c'est dur comprendre dans le 16eme paris intramuros quand les seuls vac...,0
je peux pas m'empecher de penser que c'est la meme mecanique qu'avec le faux compte gauchiste et provocateur,0
comment sortir du débat des « pour ou contre » l’avortement pour entrer dans un dialogue d’écoute d’amour et de co…,0
et ds les campagnes ..ou macron met 72 migrants dans un village de 400 personnes...et ou vont aller l…,1
c’est qui ozil — un mongol qui m’invente une vie,0
oh mon dieu non pas le bloquage supreme,0
pourquoi contre les autistes? je trouve ça débile d'en faire une sorte de chose obligatoire mais…,0
migraction 59 en faveur des migrants de calais  via,1
cet attardé mental il même pas un diplôme. donnez son emploi à un chômeur.,1
donc qd traite quelqu'1 de sale arabe c pas normal mais qud un arabe traite qlq 1 de sale blanc c'est normal ?!,0
vs vs rendez compt que la jrisk de sauter pcq jecrii com une mongol jui deg :((,0
découvrez solidarité des femmes burundaises au . l'association se bat contre les  de…,0
ce sont des migrants finlandais aveugle !,1
du coup pour l’attarde c’est celui qui émet un jugement ou celui qui juge sans avoir vu,0
nagui pro charia qui peut pas s'empecher de placer sa touche d'islamo gauchiste pro migrants zappe direct cette em,0
wallah frere y’a des renois ici si ils disent pas du mal des arabes ils dorment archi mal (hamdoulla…,1
nous les noirs les rebeus veut tous les éradiq…,1
pour moi l'insignifiance ne mérite pas qu'on s'y attarde!!,0
ce sont plutot les collabos gauchiste qui avaient tourne les yeux de leurs pauvres congeneres causes d'eux des mi,1
les waves des renois phobie ça m’angoisse,1
« moi je suis un africain je vais te pliÉ »,0
À genève hein.. tu crois qu’on est aussi debile que toi ici pauvre attardé que t’es. va falloir aller ramasser la s…,1
c'est qui cet attardé,1
par contre c'est ca j'aime pas ils l'envoie en inde se faire avorter mais frère avortement ausis c'est haram ta peu…,0
oh je sens autant démunie que toi. colères cris violence refus de grandir (sur tellement de poin…,0
une insulte appelle cela une insulte. dans sale blanc sale arabe sale noir…,0
mon objectif c de mettre les rebeus à la mode au japon. et je réussi plutôt bien lol,0
quand en plus la violence sociale (perte…,0
ecoute moi j'ai obtenu le titre très prisé de bobo islamo gauchiste donc bon,0
j'suis pas un gauchiste mais la il 100% raison. c'est inadmissible  les poissons ont besoin de plus,0
il des espece qui ce retrouve pas dans la nature et sans...,0
si la tuerie  et  de  frappe aujourd'hui les  n'oublions pas que cette idéol…,1
y’a pas plus détestée que vs dans le mondel islam la religion du terroris…,0
les renois qui font les gars de la cité et qui courent comme mbappé dés que un chien vous connait,1
faut arreter mlp c'est qu'une gauchiste !,0
la violence ne peut pas être la norme. la force nécessaire l'est quand les interventions la requièr…,0
france :jeudi prochain à la librairie résistances : « les naufragés. l’odyssée des migrants africains etienne du…,0
bref il est jamais trop tard pour tomber amoureux de moi à ce stade j’accepte tout le monde mais surtout les renois…,0
la vraie histoire de l'invasion-islamisation des berbères par les arabes ? faut pas rêver...,0
le bobo citadin pleure parce qu'1 vache va finir en steak dans nos assiettesil s...,0
tu te rends compte? des soldats en couche qui giflent tous les pays arabes voisins. respect !,1
plus les enfants réfugiés sont diplômés plus ils développent :,0
elle fait le point.nregarde ou elle en estns'attarde sur les virgulesnouvre des parenthesesnle trema de naeve se ch,0
quand voit le carnage de maduro le gauchiste prefere de melenchon ude4c,1
je suis une gauchiste libertaire et catholique pas tres orthodoxe,1
un peu trop de violence à mon goût,0
mdr sa ces les excuses prend le train et viens j’ai le temps m’attarde avec un minus de 16…,0
c'est dans une vidéo apparemment c'est plus pour dire qu'il est spontané mais ça se voit que c'est un peu le mongol de la bande,1
la france l’europe une bonne partie du monde arabe et du monde tout court considère le h…,0
j'ai explose de rire c'etait parfait xd,0
[série d'agressions avec violence : des faits de trop mais peu nombreux en corse] ( via…,1
si zemmour disait la vérité  le terrorisme se réclame de l'islam il n'aurait pas pu finir sa phrase. onpc se couc…,0
augmentation des violences proportionnelle à l'arrivée de migrants africains illégaux en france. paris e…,1
femme se fait agresser et insulter de sale arabe. confrontation avec la personne à la gendarmerie. le flic lui d…,0
y’a que sur twitter que les noirs font du bruit par allah dehors jamais vu un noir dire sale arabe ou l’inverse hein,1
l’empire mongol et l’ordre des assassins,0
video gaza: voilà ce que les medias appellent manifestations. et d'après vous pourquoi les arabes envoient-ils d…,0
dites-moi pas que ça sort pile-poil maintenant parce qu'il pris position contre l'accueil des migrants en europe?,0
c est le resultat de l ideologie gauchistequi au nom de l'egalite des chances veut g...,0
mbz à la tête des emirats arabes unis des moyens. mubadala son impressionnant fonds souverain et une pléthore…,0
je suis tellement contente que smythe davis ait sortit la mongol dorjsuren alors que là aussi elle est pas aidée pa…,0
non à la dictature de la pensée non au terrorisme intellectuel. oui à la liberté d'expression de conscience et d'opinion.,0
vous allez apprendre faire la difference entre un gauchiste comme lula/melenchon et un f...,0
les renois vous abusez à tomber au milieu de la piste de bowling,1
voici ce que fait macron en ce moment il applique un plan diabolique d’islamisation de la france réveillez vous mer…,1
~ne t'attarde pas sur les dtails au risques de rater ce qui est devant toi~,0
elle permis en effet la reconnaissance du droit à l' le droit à l'…,0
faire un comparatif entre la  des  &amp; l' des  qui sont pour la majorité  es…,1
l'invasion que nous subissons celle des touristes  cet homme est historien gauchiste,0
ceux là méritent même pas qu'on s'attarde dessus ..j'vais pas faire unanimité là dessus…,0
ta reponse est ici =i&gt; écrivaine et blogeuse engagée. dans libérées - le combat féministe se gagne…,0
Ça change quoi les chiffres hein ? trois mille migrants ou trois millions de migran…,0
assia vallah j’ai plus rien à perdre je fait déjà terminer depuis mon tweet sur les rebeus,0
rien à voir avec le terrorisme ou l'islam !! c'est un dingue qui fondu un cable !,0
pas sûr je suis même persuadée que ... c'est la pensée dominante des français hors gauchistes bien sûr c…,0
le parti danois qui veut expulser les “migrants musulmans qui abusent des aides sociales” se développe rapidement,0
/o je sais pas. je comprends pas. j'en ai marre. va encore se reprendre toute cette violence dans la gueule.,0
c'est propre à la gauche ce terrorisme intellectuel l'histoire l'a démontré et le montre encore.,1
oui mais là depuis le matin je ne suis pas attardé après le match,0
de meklat à badroudine : quand les  soutiennent l'antisémitisme islamiste gauchiste et bien-pen…,0
je comprends pourquoi la plupart des gens disaient que j...etais arabe quand je streamais. nce genre d...emissio...,0
j'aime pas les rebeus,0
l'histoire du quebec vaut la peine qu'on s'y attarde. tellement triste qu'on ne l'enseigne presque plus. texte fort interessa,0
peut-être un gauchiste ?,0
qu'il soit déguisé en arabe en noir en juif ou je sais pas quoi j'm'en branle. mais là le déguiseme…,1
ptdr il tout à fait raison mais dans les commentaires grave des meufs qui disent les renois mettez vous aussi…,0
en israël les migrants africains se sentent victimes de « racisme » -,0
quand les clans arabes font la loi en allemagne. tant de laxisme fait vomir. lire.,1
les migrants ne gagnent/reçoivent pas davantage de l'état que les p…,0
fallait pas rêver que quelqu un attarde vendredi... un.petit effort elle sera operat…,0
et le racisme des blancs envers les noirs et arabe tellement été gommé france que même individuellem…,0
le renois trompent beaucoup les blancs trompent mieux. mdr waow keske j'raconte moi,1
cassons la gueule au gauchiste faisons leur comprendre qu'en jouant avec nos vies ils,0
si vous êtes cohérent avec vous même cela signifie que vous êtes contre l'avortement .,0
par contre jparle couramment chinois et jpeux te dire que ching chong ça veut rien dire,0
exactement xd comme tu es un ami précieux je m'attarde beaucoup sur ce genre de détails xd,0
mais ils ont quand même aimé une atmosphère qui garde son identité et la violence du dessin de ryp. :),0
waw jvai te défoncer jiji tu parles comme ça toi qui aime la violence jv te briser grosse pomme de terre va,1
l'argument c'est que les noirs et les arabes se revendiquent comme noir et arabes et le pigeon g…,0
l’antisémitisme de nos jours vient de l’extrême-gauche et de l’islam.,1
surtout les arabes. ils sont parfait pour le sport en plus ce sont des  buveurs de vent avec leurs…,1
pq y'a autant de rebeus qui tiennent avec l'ol ?,0
l'idée qu'il existe 1 lobby juif un classique de l'extrême droite est désormais déclinée sous l'avatar du lobb…,0
le pire (déso pr les potes en prison^^) c'était la press' et la violence policière &gt;après&lt;. Ça d…,0
plus de terrasse plus de lumière...réfugiés dans le caveau dans un état de désarroi certain nous gardons malgré t…,0
c'est du jargon gauchiste tellement galvaude que s'en est devenu un running gag.,0
etes-vous d’accord avec bernard kouchner qui dit que « nous devrions prendre plus de migrants »,0
c’est ouf comment les rebeus de qua…,0
genre jai envoye seance dmuscu sur snap un gar dit ta mere sale arabe avc ton vieux chanteur en parlant de ch…,1
ah ben cest difficile quand connait que les smartphones le beton et les immeubles,0
long comme le regard qui s'attarde sur ton corps,0
la théorie du deep state terme que trump ne renie pas reprend bien des canons de l'antisémitisme c…,0
pareilj’aime pas voir les gens malheureuxmême ceux que je connais pas vraimentje m’attarde toujours u…,0
ah oui et la presse française va continuer d'expliquer qu'un arabe criant allahu akbar en tuant un mécréant n'est…,1
«la montée des populismes s’explique par cette peur des migrants clandestins»,1
dit le gauchiste. quand reçoit des menaces de l extrême gauche et voit les millions de dégâts et les…,0
vous êtes fatiguant donc dit fermer sa bouche grr le blackos en face lui normal porte tee shirt bande de faux dérch,0
question est simple que se passe t'il dans la tête de certains renois je regarde je comprends pas wesh j'exige d…,0
loon-plage : la cycliste inventé son agression par des migrants. elle est simplement tombée de son vélo.,0
l’islamisation de la france est en marche...financée par les caf. c’est probablement la première…,0
non je préfère juste que tu arrêtes d'employer ton vocabulaire de gauchiste (c…,0
c’est juste que d’habitude s’attarde plus sur la couleur de mes fringues,0
aucun rapport sachant que les rebeus sont rois en la matière,0
les rebeus doux et civilisés jvs love,0
ce sont les mêmes qui font la morale contre l'avortement....,1
allemagne : les clans arabes font la loi....,1
je ne suis pas attardé sur ce point. pour résumer coût de la seule partie ferme du projet = 100m€ s…,0
le juif : bonnes fêtes de roch hachana,1
contre l'immigration et l'islamisation de la france la seul parti qui défend la france c'est le rn (et dlf),1
tant de violence ...,0
après que le renois ai eu ce qu’il voulait il l’a raillé dans ça liste,0
dc en fait au ils n'ont tjrs légalisé l'avortement ça reste un sujet tabou. par contre ça fait 4ans qu'on appren…,0
les marocains ils debate avec un mongol qui croit que lportugal c en amérique du nord jsp cmt vs pouvez tenir jlaur…,0
« 3 milliard d'homme sur terre et tu t'attarde sur quelqu'un d'indeci » j’avoue pas mal celle-là..,0
c’est sale arabe tous les mêmes j’ai envie de les gifler,1
mais tout à fait ! tu vois à quel point mon coeur est grand même envers les réfugiés d'une peupla…,0
c'est mieux que je ne m'attarde plus sur certaines personnes en fait,0
les renois ils ont des gènes de titans wsh ils poussent 3 jours ils sont stock,1
y'a aussi plein de pays africains qui ne sont pas en guerre pouvant les accueillir. avant que ce dé…,0
mediapart islamo - gauchiste ? c est le titre la plenel ou j ai mal compris ?,0
bah y'a qu'à quand même de très belles phrases si s'y attarde un peu,0
c'est moi attardé ! je suis tombé !,1
voilà le résultat du rapport sur l'islamisme qui confond islam et terrorisme.,0
nn ctoi qui va menvoyé — bah envoie dm jpeux pas savoir qui c'est mongol,0
gné? agrandir l'interface pour s'adapter à un écran beaucoup plus petit ç…,0
pour gagner du temps notons dès à présent que c'est le lobby juif qui contrôle à la fois :,1
ah oui ? et ca c...est quoi ?,0
mais soma gros mongol cinnamon c’est quoi?,0
la france un pr autiste - ou débile - ou camé. j'arrive plus à savoir.,0
y'a une meuf dans classe elle se pleins du racisme envers les arabes mais taleur elle traiter un asiatique de...,0
toujours tu vas trop loin,0
tant d'imbéciles ne réalisent pas à quel point l'invasion arabo-musulmane de l'europe peut être dangereuse.,1
même en étant gauchiste pro migrants j'aurais baillé en lisant c…,0
cyber-harcèlement: un jeune homme de 25 ans reconnu coupable de viol à distance  via,0
gauche anti religieuse en général ou extreme droite anti islam tout court (pou…,0
t’piétine ta mère pour un « sale noir sale arabe »,1
tous les potes de clara ils m'appellent ton pote chinois mdr c ouf g pas l'impression de tant ressembler un noich q,1
mdr les renois qui disent rien à 69 honte à vous,0
macron et l’islamisation de la france un plan bien ficelé par l’institut montaigne,0
cette œuvre d'un   pour les  - une immense fresque sur la pelouse de la perle du lac à…,0
bah évidemment que y'a des renois parmi les terror…,0
vivement qu’on s’attarde aux pratiquants de water-polo et de twirling bâton. ce sont deux passions bie…,0
elle parlait sa pote et lui dit c'est un renoi.. ah…,0
grèce. À thessalonique les migrants continuent d’arriver !,0
grande-bretagne : la prière musulmane est récitée (en arabe) avant l’ouverture de la session du conseil municipal d…,1
du coup petit tips pour les migrants qui vont se faire se faire expulser bouffer du nutella,0
les rebeus avec des pp messi et death note ça parle de vous les puces,1
tous les potes de clara ils m'appellent ton pote chinois mdr c ouf g pas l'impression de tant ressembler un noich que ca????,0
un mélange flou entre qqun empli d’amour et de violence le paradoxe à son paroxysme l’art pas pour sa beauté mai…,0
personnellement mon regard s'attarde de moins en moins sur ce genre de couverture. je pense que mon…,0
sasuke est bête mais naruto est attardé donc sasuke,1
Être musulman ne veut pas dire favoriser le terrorisme comme etre catho ne ve…,0
de la thune pour les migrants...y de la thune... français d’abord ! pour nos aînés priorité nationale !,0
les bonnes larmes de gauchiste,0
wauquiez est un gauchiste par rapport à nous,0
du coup si les asiat et les rebeu physiquement ne m'attirent pas trop je suis aussi raciste des asiat et des rebeu…,0
je suis origine purement berbèreje retrouve avec un nom et prénom purement arabes! Ça veut tout dire en marre .,0
lignes quotidiennes par akram belkaïd: polémique autour des prénoms arabes rien de nouveau sous le soleil... (iht…,0
ah d'accord je ne m'avais pas attardé sur le compte. je crois que moi simp…,0
joyeux 35ème anniversaire à mon gauchiste préféré ^^!,0
contre l'avortement soutenons le docteur bertrand de rochambeau,0
maniaseries: «4 blocks» explore le monde brutal des clans mafieux arabes berlinois à la……,0
recu donc sacrifie une espece pour ne pas les tuer et les manger . c'est pour c...,0
quand je suis parti 4 mois en afrique cette année je suis rentré et chienne était toute heureuse donc t’en fais pas,0
je conseille à francis vallat que chaque membre de son association accueille chez eux un migrant. on…,0
est 4 se donne rdv à 14h y’en pas un qui est sorti de son lit il est 14h17 les renois,0
comm tardif mais des dimanches qui s'affichent ainsi méritent qu'on s'y attarde. très belle photo !,0
c'est bete de  trop vite des informations provenant de la conosphere islamo-gauchiste.nnc'est revoltant de se rej,0
Ça les attires pas les rebeus,1
où sont les rebeus de lyon,0
alors deja ton ecriture pas francaise comprend rien. ensuite les meufs ca s'epile. e...,0
doit voir le,1
réponse type de gauchiste sur le scandale  : je condamne mais...,1
ton style de gars? — encr ? les renois et métisses,0
ce qui dégoute le+c'est que l'on nous emmerde avec les migrantsles demandeurs de papiers clandestins(qui vivent…,0
seigneur j'apprends qu'une giga pute de mon ancien lycée gueulé contre l'avortement.,1
bah non mais les rebeus aussi ont une grosse bite — bon tg,1
non le torchon national gauchiste marianne fait un article contre mechencon je revealleluia !,1
ce lieu est un symbole de la lutte contre le terrorisme pas contre l'islam qui n'a rien…,0
comme si les  qui viennent de pays profondément homophobes allaient devenir gay friendly un jour !,0
citation du responsable de l'etude que tu n'as sans doute pas lu : c'est vrai qu'...,0
il dit ça en faisant valoir le vocabulaire de la gauche attardé qui nous entoure depuis tant d'années.,0
paris première mise en demeure pour des propos d'Éric zemmour sur les migrants musulmans  via,0
« les petites blanches » ptdr s’ils savaient que dans le lot y’a des giga arabes et renois encore plus fan,0
et je m’attarde sur des petits détails,0
jviens de tomber sur un compte twitter c'est insane putain le mec c'est un attarde avec un balais sur la tete avec,0
quel est le mongol qui fait cela? pas de signature...,1
le terrorisme intellectuel serait ici de dire : « définition décoloniale du racisme est exclus…,0
tu trouves comment physiquement les rebeus ? pas forcément les mecs de tess — craquant de fou,0
merci à vous deux je viens d'apprendre que je suis nationaliste antisémite complotiste…,0
il est contre l’avortement fin qd g parler de certains trucs il m’a dit que d’accord il préférait avorter que un en…,0
le nouvel eldorado des rebeus c plus le trading mtn c'est l'aéroport,1
quel ramassis d’attardé,0
c quoi son style de mec aussi? — elle préfère les renois mais si blond aux yeux bleu oklm faut tu sois drôle auss…,0
délit de solidarité pour cédric herrou dans son combat pour l'accueil et la protection des migrants africains dan…,0
d'accord le gauchiste.,0
le rapport avec le terrorisme c'est l'argument de la vision biaisée de l'islam dont tu parles. d'ailleurs…,0
2/2 le deuxieme essage s'attarde sur le fait que la spa accueil aussi des animaux plus atypiques. pas…,0
ferme la gros mongol retourne tweeter de la merde,1
…,0
la bonne pote gauchiste de chirio,0
wa fik ben c'est assez simple pour les abrutis qui l'écoute rap=banlieue=immigrés=arabe/noir=islam=terr…,0
je comprend pas pourquoi vous prenez les gens contre l'avortement pour des attardés à croire c'est un débat simple…,0
lui c le genre de mec qui finit au tribunal pour violence conjugale,0
guenolé le gauchiste osé critiquer une des seules réelles féministes honorable e…,0
ils sous entend que les bobo gauchiste dont il parle sont tous des islamo-gauchiste des gens…,0
il est capable de te lâcher un sale arabe ou un sale nègre sous l'effet de la colère au premier degré... j'ai u…,1
mais cela n'excuse en rien les insultes ou le harcèlement,0
— proverbe africain,0
Ça enlevez ça localisation pour allez voir renois1 et pcq elle ce localise avec renois 2 vu que y’a pas trop de con…,1
